District,Name,Party Code,State,Term End,Term Start,Session
7,Jimmy Hayes,D,Louisiana,,,102
8,Clyde C. Holloway,R,Louisiana,,,102
1,Thomas H. Andrews,D,Maine,,,102
2,Olympia J. Snowe,R,Maine,,,102
1,Wayne T. Gilchrest,R,Maryland,,,102
2,Helen Delich Bentley,R,Maryland,,,102
3,Benjamin L. Cardin,D,Maryland,,,102
4,Tom McMillen,D,Maryland,,,102
5,Steny H. Hoyer,D,Maryland,,,102
6,Beverly B. Byron,D,Maryland,,,102
7,Kweisi Mfume,D,Maryland,,,102
8,Constance A. Morella,R,Maryland,,,102
1,Silvio O. Conte,R,Massachusetts,1991-02-08 00:00:00,,102
1,John W. Olver,D,Massachusetts,,1991-06-18 00:00:00,102
2,Richard E. Neal,D,Massachusetts,,,102
3,Joseph D. Early,D,Massachusetts,,,102
4,Barney Frank,D,Massachusetts,,,102
5,Chester G. Atkins,D,Massachusetts,,,102
6,Nicholas Mavroules,D,Massachusetts,,,102
7,Edward J. Markey,D,Massachusetts,,,102
8,Joseph P. Kennedy II,D,Massachusetts,,,102
9,John Joseph Moakley,D,Massachusetts,,,102
10,Gerry E. Studds,D,Massachusetts,,,102
11,Brian J. Donnelly,D,Massachusetts,,,102
1,"John Conyers, Jr.",D,Michigan,,,102
2,Carl D. Pursell,R,Michigan,,,102
3,Howard Wolpe,D,Michigan,,,102
4,Fred Upton,R,Michigan,,,102
5,Paul B. Henry,R,Michigan,,,102
6,Bob Carr,D,Michigan,,,102
7,Dale E. Kildee,D,Michigan,,,102
8,Bob Traxler,D,Michigan,,,102
9,Guy Vander Jagt,R,Michigan,,,102
10,Dave Camp,R,Michigan,,,102
11,Robert William Davis,R,Michigan,,,102
12,David E. Bonior,D,Michigan,,,102
13,Barbara-Rose Collins,D,Michigan,,,102
14,Dennis M. Hertel,D,Michigan,,,102
15,William D. Ford,D,Michigan,,,102
16,John D. Dingell,D,Michigan,,,102
17,Sander M. Levin,D,Michigan,,,102
18,William S. Broomfield,R,Michigan,,,102
1,Tim Penny,DFL,Minnesota,,,102
2,Vin Weber,R,Minnesota,,,102
3,Jim Ramstad,R,Minnesota,,,102
4,Bruce F. Vento,DFL,Minnesota,,,102
5,Martin Olav Sabo,DFL,Minnesota,,,102
6,Gerry Sikorski,DFL,Minnesota,,,102
7,Collin C. Peterson,DFL,Minnesota,,,102
8,James L. Oberstar,DFL,Minnesota,,,102
1,Jamie L. Whitten,D,Mississippi,,,102
2,Mike Espy,D,Mississippi,,,102
3,G.V. Montgomery,D,Mississippi,,,102
4,Mike Parker,D,Mississippi,,,102
5,Gene Taylor,D,Mississippi,,,102
1,William L. Clay,D,Missouri,,,102
2,Joan Kelly Horn,D,Missouri,,,102
3,"Richard A. ""Dick"" Gephardt",D,Missouri,,,102
4,Ike Skelton,D,Missouri,,,102
5,Alan Wheat,D,Missouri,,,102
6,Tom Coleman,R,Missouri,,,102
7,Mel Hancock,R,Missouri,,,102
8,Bill Emerson,R,Missouri,,,102
9,Harold L. Volkmer,D,Missouri,,,102
1,John Patrick Williams,D,Montana,,,102
2,Ron Marlenee,R,Montana,,,102
1,Doug Bereuter,R,Nebraska,,,102
2,Peter Hoagland,D,Nebraska,,,102
3,Bill Barrett,R,Nebraska,,,102
1,James Bilbray,D,Nevada,,,102
2,Barbara F. Vucanovich,R,Nevada,,,102
1,Bill Zeliff,R,New Hampshire,,,102
2,Dick Swett,D,New Hampshire,,,102
1,Robert E. Andrews,D,New Jersey,,,102
2,William J. Hughes,D,New Jersey,,,102
3,"Frank Pallone, Jr.",D,New Jersey,,,102
4,Chris Smith,R,New Jersey,,,102
5,Marge Roukema,R,New Jersey,,,102
6,Bernard J. Dwyer,D,New Jersey,,,102
7,Matthew J. Rinaldo,R,New Jersey,,,102
8,Robert A. Roe,D,New Jersey,,,102
9,Robert G. Torricelli,D,New Jersey,,,102
10,Donald M. Payne,D,New Jersey,,,102
11,Dean A. Gallo,R,New Jersey,,,102
12,Dick Zimmer,R,New Jersey,,,102
13,H. James Saxton,R,New Jersey,,,102
14,Frank J. Guarini,D,New Jersey,,,102
1,Steven H. Schiff,R,New Mexico,,,102
2,Joe Skeen,R,New Mexico,,,102
3,Bill Richardson,D,New Mexico,,,102
1,George J. Hochbrueckner,D,New York,,,102
2,Thomas J. Downey,D,New York,,,102
3,Robert J. Mrazek,D,New York,,,102
4,Norman F. Lent,R,New York,,,102
5,Raymond J. McGrath,R,New York,,,102
6,Floyd H. Flake,D,New York,,,102
7,Gary L. Ackerman,D,New York,,,102
8,James H. Scheuer,D,New York,,,102
9,Thomas J. Manton,D,New York,,,102
10,Charles E. Schumer,D,New York,,,102
11,Edolphus Towns,D,New York,,,102
12,Major R. Owens,D,New York,,,102
13,Stephen J. Solarz,D,New York,,,102
14,Susan Molinari,R,New York,,,102
15,S. William Green,R,New York,,,102
16,Charles B. Rangel,D,New York,,,102
17,Ted Weiss,D,New York,1992-09-14 00:00:00,,102
17,Jerrold Nadler,D,New York,,1992-11-03 00:00:00,102
18,Jose E. Serrano,D,New York,,,102
19,Eliot L. Engel,D,New York,,,102
20,Nita M. Lowey,D,New York,,,102
21,"Hamilton Fish, Jr.",R,New York,,,102
22,Benjamin A. Gilman,R,New York,,,102
23,Michael R. McNulty,D,New York,,,102
24,Gerald B.H. Solomon,R,New York,,,102
25,Sherwood Boehlert,R,New York,,,102
26,David O'Brien Martin,R,New York,,,102
27,James T. Walsh,R,New York,,,102
28,Matthew F. McHugh,D,New York,,,102
29,Frank Horton,R,New York,,,102
30,Louise M. Slaughter,D,New York,,,102
31,Bill Paxon,R,New York,,,102
32,John J. LaFalce,D,New York,,,102
33,Henry J. Nowak,D,New York,,,102
34,Amo Houghton,R,New York,,,102
1,"Walter Beaman Jones, Sr.",D,North Carolina,1992-09-15 00:00:00,,102
1,Eva M. Clayton,D,North Carolina,,1992-11-03 00:00:00,102
2,Tim Valentine,D,North Carolina,,,102
3,H. Martin Lancaster,D,North Carolina,,,102
4,David Price,D,North Carolina,,,102
5,Stephen L. Neal,D,North Carolina,,,102
6,Howard Coble,R,North Carolina,,,102
7,Charlie Rose,D,North Carolina,,,102
8,Bill Hefner,D,North Carolina,,,102
9,Alex McMillan,R,North Carolina,,,102
10,Cass Ballenger,R,North Carolina,,,102
11,Charles H. Taylor,R,North Carolina,,,102
At-larg,Byron L. Dorgan,D,North Dakota,1992-12-14 00:00:00,,102
1,Charles J. Luken,D,Ohio,,,102
2,Willis D. Gradison Jr.,R,Ohio,,,102
3,Tony P. Hall,D,Ohio,,,102
4,Michael G. Oxley,R,Ohio,,,102
5,Paul E. Gillmor,R,Ohio,,,102
6,Robert D. McEwen,R,Ohio,,,102
7,David L. Hobson,R,Ohio,,,102
8,John A. Boehner,R,Ohio,,,102
9,Marcia C. Kaptur,D,Ohio,,,102
10,Clarence E. Miller,R,Ohio,,,102
11,Dennis E. Eckart,D,Ohio,,,102
12,John R. Kasich,R,Ohio,,,102
13,Donald J. Pease,D,Ohio,,,102
14,Thomas C. Sawyer,D,Ohio,,,102
15,Chalmers P. Wylie,R,Ohio,,,102
16,Ralph S. Regula,R,Ohio,,,102
17,James A. Traficant Jr.,D,Ohio,,,102
18,Douglas Applegate,D,Ohio,,,102
19,Edward F. Feighan,D,Ohio,,,102
20,Mary Rose Oakar,D,Ohio,,,102
21,Louis Stokes,D,Ohio,,,102
1,James M. Inhofe,R,Oklahoma,,,102
2,Mike Synar,D,Oklahoma,,,102
3,William K. Brewster,D,Oklahoma,,,102
4,Dave McCurdy,D,Oklahoma,,,102
5,Mickey Edwards,R,Oklahoma,,,102
6,Glenn English,D,Oklahoma,,,102
1,Les AuCoin,D,Oregon,,,102
2,Bob Smith,R,Oregon,,,102
3,Ron Wyden,D,Oregon,,,102
4,Peter A. DeFazio,D,Oregon,,,102
5,Mike Kopetski,D,Oregon,,,102
1,Thomas M. Foglietta,D,Pennsylvania,,,102
2,"William H. Gray, III",D,Pennsylvania,1991-09-11 00:00:00,,102
2,Lucien E. Blackwell,D,Pennsylvania,,1991-11-05 00:00:00,102
3,Robert A. Borski,D,Pennsylvania,,,102
4,Joe Kolter,D,Pennsylvania,,,102
5,Dick Schulze,R,Pennsylvania,,,102
6,Gus Yatron,D,Pennsylvania,,,102
7,Curt Weldon,R,Pennsylvania,,,102
8,Peter H. Kostmayer,D,Pennsylvania,,,102
9,Bud Shuster,R,Pennsylvania,,,102
10,Joseph M. McDade,R,Pennsylvania,,,102
11,Paul E. Kanjorski,D,Pennsylvania,,,102
12,John P. Murtha,D,Pennsylvania,,,102
13,Lawrence Coughlin,R,Pennsylvania,,,102
14,William J. Coyne,D,Pennsylvania,,,102
15,Donald L. Ritter,R,Pennsylvania,,,102
16,Robert Smith Walker,R,Pennsylvania,,,102
17,George W. Gekas,R,Pennsylvania,,,102
18,Rick Santorum,R,Pennsylvania,,,102
19,William F. Goodling,R,Pennsylvania,,,102
20,Joseph M. Gaydos,D,Pennsylvania,,,102
21,Tom Ridge,R,Pennsylvania,,,102
22,Austin J. Murphy,D,Pennsylvania,,,102
23,William F. Clinger,R,Pennsylvania,,,102
1,Ronald K. Machtley,R,Rhode Island,,,102
2,Jack Reed,D,Rhode Island,,,102
1,"Arthur Ravenel, Jr.",R,South Carolina,,,102
2,Floyd Spence,R,South Carolina,,,102
3,Butler Derrick,D,South Carolina,,,102
4,Liz J. Patterson,D,South Carolina,,,102
5,"John M. Spratt, Jr.",D,South Carolina,,,102
6,Robin Tallon,D,South Carolina,,,102
At-larg,Tim Johnson,D,South Dakota,,,102
1,James H. Quillen,R,Tennessee,,,102
2,"John J. Duncan, Jr.",R,Tennessee,,,102
3,Marilyn Lloyd,D,Tennessee,,,102
4,Jim Cooper,D,Tennessee,,,102
5,Bob Clement,D,Tennessee,,,102
6,Bart Gordon,D,Tennessee,,,102
7,Don Sundquist,R,Tennessee,,,102
8,John S. Tanner,D,Tennessee,,,102
9,"Harold E. Ford, Sr.",D,Tennessee,,,102
1,Jim Chapman,D,Texas,,,102
2,Charles Wilson,D,Texas,,,102
3,Steve Bartlett,R,Texas,1991-03-11 00:00:00,,102
3,Sam Johnson,R,Texas,,1991-05-08 00:00:00,102
4,Ralph M. Hall,D,Texas,,,102
5,John Wiley Bryant,D,Texas,,,102
6,Joe Barton,R,Texas,,,102
7,"William Reynolds Archer, Jr.",R,Texas,,,102
8,Jack Fields,R,Texas,,,102
9,Jack Brooks,D,Texas,,,102
10,J. J. Pickle,D,Texas,,,102
11,Chet Edwards,D,Texas,,,102
12,Pete Geren,D,Texas,,,102
13,Bill Sarpalius,D,Texas,,,102
14,Greg Laughlin,D,Texas,,,102
15,Kika de la Garza,D,Texas,,,102
16,Ronald D. Coleman,D,Texas,,,102
17,Charles W. Stenholm,D,Texas,,,102
18,Craig Washington,D,Texas,,,102
19,Larry Combest,R,Texas,,,102
20,Henry B. Gonzalez,D,Texas,,,102
21,Lamar S. Smith,R,Texas,,,102
22,Tom DeLay,R,Texas,,,102
23,Albert G. Bustamante,D,Texas,,,102
24,Martin Frost,D,Texas,,,102
25,Michael A. Andrews,D,Texas,,,102
26,Richard K. Armey,R,Texas,,,102
27,Solomon P. Ortiz,D,Texas,,,102
1,James V. Hansen,R,Utah,,,102
2,Wayne Owens,D,Utah,,,102
3,Bill Orton,D,Utah,,,102
At-larg,Bernard Sanders,I,Vermont,,,102
1,Herbert H. Bateman,R,Virginia,,,102
2,Owen B. Pickett,D,Virginia,,,102
3,"Thomas J. Bliley, Jr.",R,Virginia,,,102
4,Norman Sisisky,D,Virginia,,,102
5,"Lewis F. Payne, Jr.",D,Virginia,,,102
6,Jim Olin,D,Virginia,,,102
7,"D. French Slaughter, Jr.",R,Virginia,1991-11-05 00:00:00,,102
7,George F. Allen,R,Virginia,,1991-11-05 00:00:00,102
8,James P. Moran,D,Virginia,,,102
9,Rick Boucher,D,Virginia,,,102
10,Frank R. Wolf,R,Virginia,,,102
1,John Miller,R,Washington,,,102
2,Al Swift,D,Washington,,,102
3,Jolene Unsoeld,D,Washington,,,102
4,Sid Morrison,R,Washington,,,102
5,Thomas S. Foley,D,Washington,,,102
6,Norman D. Dicks,D,Washington,,,102
7,Jim McDermott,D,Washington,,,102
8,Rod Chandler,R,Washington,,,102
1,Alan B. Mollohan,D,West Virginia,,,102
2,"Harley O. Staggers, Jr.",D,West Virginia,,,102
3,"Robert E. Wise, Jr.",D,West Virginia,,,102
4,Nick J. Rahall II,D,West Virginia,,,102
1,Les Aspin,D,Wisconsin,,,102
2,Scott L. Klug,R,Wisconsin,,,102
3,Steve Gunderson,R,Wisconsin,,,102
4,Gerald D. Kleczka,D,Wisconsin,,,102
5,Jim Moody,D,Wisconsin,,,102
6,Thomas E. Petri,R,Wisconsin,,,102
7,David R. Obey,D,Wisconsin,,,102
8,Toby Roth,R,Wisconsin,,,102
9,"F. James Sensenbrenner, Jr.",R,Wisconsin,,,102
At-larg,Craig Thomas,R,Wyoming,,,102
American Samoa,Eni F.H. Faleomavaega,D,Non-voting members,,,102
District of Columbia,Eleanor Holmes Norton,D,Non-voting members,,,102
Guam,Ben Blaz,R,Non-voting members,,,102
Puert,Rico: Jaime B. Fuster,PD,Non-voting members,1992-03-04 00:00:00,,102
Puert,Antonio Colorado,PD,Non-voting members,,1992-03-04 00:00:00,102
Virgin Islands,Ron de Lugo,D,Non-voting members,,,102
1,Sonny Callahan,R,Alabama,,,103
2,Terry Everett,R,Alabama,,,103
3,Glen Browder,D,Alabama,,,103
4,Tom Bevill,D,Alabama,,,103
5,Robert E. Cramer,D,Alabama,,,103
6,Spencer Bachus,R,Alabama,,,103
7,Earl F. Hilliard,D,Alabama,,,103
At-large,Don Young,R,Alaska,,,103
1,Sam Coppersmith,D,Arizona,,,103
2,Ed Pastor,D,Arizona,,,103
3,Bob Stump,R,Arizona,,,103
4,Jon Kyl,R,Arizona,,,103
5,Jim Kolbe,R,Arizona,,,103
6,Karan English,D,Arizona,,,103
1,Blanche Lambert,D,Arkansas,,,103
2,Ray Thornton,D,Arkansas,,,103
3,Tim Hutchinson,R,Arkansas,,,103
4,Jay Dickey,R,Arkansas,,,103
1,Dan Hamburg,D,California,,,103
2,Wally Herger,R,California,,,103
3,Vic Fazio,D,California,,,103
4,John T. Doolittle,R,California,,,103
5,Robert T. Matsui,D,California,,,103
6,Lynn C. Woolsey,D,California,,,103
7,George Miller,D,California,,,103
8,Nancy Pelosi,D,California,,,103
9,Ronald V. Dellums,D,California,,,103
10,Bill Baker,R,California,,,103
11,Richard W. Pombo,R,California,,,103
12,Tom Lantos,D,California,,,103
13,Pete Stark,D,California,,,103
14,Anna G. Eshoo,D,California,,,103
15,Norman Y. Mineta,D,California,,,103
16,Don Edwards,D,California,,,103
17,Leon Panetta,D,California,1993-01-23 00:00:00,,103
17,Sam Farr,D,California,,1993-06-08 00:00:00,103
18,Gary A. Condit,D,California,,,103
19,Richard H. Lehman,D,California,,,103
20,Calvin M. Dooley,D,California,,,103
21,William M. Thomas,R,California,,,103
22,Michael Huffington,R,California,,,103
23,Elton Gallegly,R,California,,,103
24,Anthony C. Beilenson,D,California,,,103
25,Howard McKeon,R,California,,,103
26,Howard L. Berman,D,California,,,103
27,Carlos J. Moorhead,R,California,,,103
28,David Dreier,R,California,,,103
29,Henry A. Waxman,D,California,,,103
30,Xavier Becerra,D,California,,,103
31,Matthew G. Martinez,D,California,,,103
32,Julian C. Dixon,D,California,,,103
33,Lucille Roybal-Allard,D,California,,,103
34,Esteban Edward Torres,D,California,,,103
35,Maxine Waters,D,California,,,103
36,Jane Harman,D,California,,,103
37,Walter R. Tucker III,D,California,,,103
38,Stephen Horn,R,California,,,103
39,Edward R. Royce,R,California,,,103
40,Jerry Lewis,R,California,,,103
41,Jay Kim,R,California,,,103
42,"George Brown, Jr.",D,California,,,103
43,Ken Calvert,R,California,,,103
44,Al McCandless,R,California,,,103
45,Dana Rohrabacher,R,California,,,103
46,Bob Dornan,R,California,,,103
47,Christopher Cox,R,California,,,103
48,Ron Packard,R,California,,,103
49,Lynn Schenk,D,California,,,103
50,Bob Filner,D,California,,,103
51,Duke Cunningham,R,California,,,103
52,Duncan Hunter,R,California,,,103
1,Patricia Schroeder,D,Colorado,,,103
2,David E. Skaggs,D,Colorado,,,103
3,Scott McInnis,R,Colorado,,,103
4,Wayne Allard,R,Colorado,,,103
5,Joel Hefley,R,Colorado,,,103
6,Dan Schaefer,R,Colorado,,,103
1,Barbara B. Kennelly,D,Connecticut,,,103
2,Sam Gejdenson,D,Connecticut,,,103
3,Rosa L. DeLauro,D,Connecticut,,,103
4,Christopher Shays,R,Connecticut,,,103
5,Gary A. Franks,R,Connecticut,,,103
6,Nancy L. Johnson,R,Connecticut,,,103
At-large,Michael N. Castle,R,Delaware,,,103
1,Earl Hutto,D,Florida,,,103
2,Pete Peterson,D,Florida,,,103
3,Corrine Brown,D,Florida,,,103
4,Tillie K. Fowler,R,Florida,,,103
5,Karen Thurman,D,Florida,,,103
6,Cliff Stearns,R,Florida,,,103
7,John L. Mica,R,Florida,,,103
8,Bill McCollum,R,Florida,,,103
9,Michael Bilirakis,R,Florida,,,103
10,C.W. Bill Young,R,Florida,,,103
11,Sam M. Gibbons,D,Florida,,,103
12,Charles T. Canady,R,Florida,,,103
13,Dan Miller,R,Florida,,,103
14,Porter J. Goss,R,Florida,,,103
15,Jim Bacchus,D,Florida,,,103
16,Tom Lewis,R,Florida,,,103
17,Carrie P. Meek,D,Florida,,,103
18,Ileana Ros-Lehtinen,R,Florida,,,103
19,Harry A. Johnston,D,Florida,,,103
20,Peter Deutsch,D,Florida,,,103
21,Lincoln Diaz-Balart,R,Florida,,,103
22,"E. Clay Shaw, Jr.",R,Florida,,,103
23,Alcee L. Hastings,D,Florida,,,103
1,Jack Kingston,R,Georgia,,,103
2,"Sanford D. Bishop, Jr.",D,Georgia,,,103
3,Mac Collins,R,Georgia,,,103
4,John Linder,R,Georgia,,,103
5,John Lewis,D,Georgia,,,103
6,Newt Gingrich,R,Georgia,,,103
7,George Darden,D,Georgia,,,103
8,J. Roy Rowland,D,Georgia,,,103
9,Nathan Deal,D,Georgia,,,103
10,Don Johnson,D,Georgia,,,103
11,Cynthia A. McKinney,D,Georgia,,,103
1,Neil Abercrombie,D,Hawaii,,,103
2,Patsy T. Mink,D,Hawaii,,,103
1,Larry LaRocco,D,Idaho,,,103
2,Michael D. Crapo,R,Idaho,,,103
1,Bobby Rush,D,Illinois,,,103
2,Mel Reynolds,D,Illinois,,,103
3,William O. Lipinski,D,Illinois,,,103
4,Luis V. Gutierrez,D,Illinois,,,103
5,Dan Rostenkowski,D,Illinois,,,103
6,Henry J. Hyde,R,Illinois,,,103
7,Cardiss Collins,D,Illinois,,,103
8,Philip M. Crane,R,Illinois,,,103
9,Sidney R. Yates,D,Illinois,,,103
10,John Edward Porter,R,Illinois,,,103
11,George E. Sangmeister,D,Illinois,,,103
12,Jerry F. Costello,D,Illinois,,,103
13,Harris W. Fawell,R,Illinois,,,103
14,J. Dennis Hastert,R,Illinois,,,103
15,Thomas W. Ewing,R,Illinois,,,103
16,Donald A. Manzullo,R,Illinois,,,103
17,Lane Evans,D,Illinois,,,103
18,Robert Michel,R,Illinois,,,103
19,Glenn Poshard,D,Illinois,,,103
20,Richard J. Durbin,D,Illinois,,,103
1,Peter J. Visclosky,D,Indiana,,,103
2,Philip R. Sharp,D,Indiana,,,103
3,Tim Roemer,D,Indiana,,,103
4,Jill L. Long,D,Indiana,,,103
5,Steve Buyer,R,Indiana,,,103
6,Dan Burton,R,Indiana,,,103
7,John T. Myers,R,Indiana,,,103
8,Frank McCloskey,D,Indiana,,,103
9,Lee H. Hamilton,D,Indiana,,,103
10,"Andrew Jacobs, Jr.",D,Indiana,,,103
1,James A. Leach,R,Iowa,,,103
2,Jim Nussle,R,Iowa,,,103
3,Jim Ross Lightfoot,R,Iowa,,,103
4,Neal Smith,D,Iowa,,,103
5,Fred Grandy,R,Iowa,,,103
1,Pat Roberts,R,Kansas,,,103
2,Jim Slattery,D,Kansas,,,103
3,Jan Meyers,R,Kansas,,,103
4,Dan Glickman,D,Kansas,,,103
1,Tom Barlow,D,Kentucky,,,103
2,William H. Natcher,D,Kentucky,1994-03-29 00:00:00,,103
2,Ron Lewis,R,Kentucky,,1994-05-24 00:00:00,103
3,Romano L. Mazzoli,D,Kentucky,,,103
4,Jim Bunning,R,Kentucky,,,103
5,Hal Rogers,R,Kentucky,,,103
6,Scotty Baesler,D,Kentucky,,,103
1,Bob Livingston,R,Louisiana,,,103
2,William J. Jefferson,D,Louisiana,,,103
3,W.J. Billy Tauzin,D,Louisiana,,,103
4,Cleo Fields,D,Louisiana,,,103
5,Jim McCrery,R,Louisiana,,,103
6,Richard H. Baker,R,Louisiana,,,103
7,Jimmy Hayes,D,Louisiana,,,103
1,Thomas Andrews,D,Maine,,,103
2,Olympia J. Snowe,R,Maine,,,103
1,Wayne T. Gilchrest,R,Maryland,,,103
2,Helen Delich Bentley,R,Maryland,,,103
3,Benjamin L. Cardin,D,Maryland,,,103
4,Albert Russell Wynn,D,Maryland,,,103
5,Steny H. Hoyer,D,Maryland,,,103
6,Roscoe G. Bartlett,R,Maryland,,,103
7,Kweisi Mfume,D,Maryland,,,103
8,Constance A. Morella,R,Maryland,,,103
1,John W. Olver,D,Massachusetts,,,103
2,Richard E. Neal,D,Massachusetts,,,103
3,Peter I. Blute,R,Massachusetts,,,103
4,Barney Frank,D,Massachusetts,,,103
5,Martin T. Meehan,D,Massachusetts,,,103
6,Peter G. Torkildsen,R,Massachusetts,,,103
7,Edward J. Markey,D,Massachusetts,,,103
8,Joseph P. Kennedy II,D,Massachusetts,,,103
9,John Joseph Moakley,D,Massachusetts,,,103
10,Gerry E. Studds,D,Massachusetts,,,103
1,Bart Stupak,D,Michigan,,,103
2,Peter Hoekstra,R,Michigan,,,103
3,Paul B. Henry,R,Michigan,1993-07-31 00:00:00,,103
3,Vern Ehlers,R,Michigan,,1993-12-07 00:00:00,103
4,Dave Camp,R,Michigan,,,103
5,James A. Barcia,D,Michigan,,,103
6,Fred Upton,R,Michigan,,,103
7,Nick Smith,R,Michigan,,,103
8,Bob Carr,D,Michigan,,,103
9,Dale E. Kildee,D,Michigan,,,103
10,David E. Bonior,D,Michigan,,,103
11,Joe Knollenberg,R,Michigan,,,103
12,Sander M. Levin,D,Michigan,,,103
13,William D. Ford,D,Michigan,,,103
14,"John Conyers, Jr.",D,Michigan,,,103
15,Barbara-Rose Collins,D,Michigan,,,103
16,John D. Dingell,D,Michigan,,,103
1,Tim Penny,DFL,Minnesota,,,103
2,David Minge,DFL,Minnesota,,,103
3,Jim Ramstad,R,Minnesota,,,103
4,Bruce F. Vento,DFL,Minnesota,,,103
5,Martin Olav Sabo,DFL,Minnesota,,,103
6,Rod Grams,R,Minnesota,,,103
7,Collin C. Peterson,DFL,Minnesota,,,103
8,James L. Oberstar,DFL,Minnesota,,,103
1,Jamie L. Whitten,D,Mississippi,,,103
2,Mike Espy,D,Mississippi,1993-01-22 00:00:00,,103
2,Bennie G. Thompson,D,Mississippi,,1993-04-13 00:00:00,103
3,Gillespie V. Montgomery,D,Mississippi,,,103
4,Mike Parker,D,Mississippi,,,103
5,Gene Taylor,D,Mississippi,,,103
1,William L. Clay,D,Missouri,,,103
2,James M. Talent,R,Missouri,,,103
3,Dick Gephardt,D,Missouri,,,103
4,Ike Skelton,D,Missouri,,,103
5,Alan Wheat,D,Missouri,,,103
6,Pat Danner,D,Missouri,,,103
7,Mel Hancock,R,Missouri,,,103
8,Bill Emerson,R,Missouri,,,103
9,Harold L. Volkmer,D,Missouri,,,103
At-large,John Patrick Williams,D,Montana,,,103
1,Doug Bereuter,R,Nebraska,,,103
2,Peter Hoagland,D,Nebraska,,,103
3,Bill Barrett,R,Nebraska,,,103
1,James Bilbray,D,Nevada,,,103
2,Barbara F. Vucanovich,R,Nevada,,,103
1,Bill Zeliff,R,New Hampshire,,,103
2,Dick Swett,D,New Hampshire,,,103
1,Rob Andrews,D,New Jersey,,,103
2,Bill Hughes,D,New Jersey,,,103
3,Jim Saxton,R,New Jersey,,,103
4,Chris Smith,R,New Jersey,,,103
5,Marge Roukema,R,New Jersey,,,103
6,Frank Pallone,D,New Jersey,,,103
7,Bob Franks,R,New Jersey,,,103
8,Herb Klein,D,New Jersey,,,103
9,Robert Torricelli,D,New Jersey,,,103
10,Don Payne,D,New Jersey,,,103
11,Dean Gallo,R,New Jersey,,,103
12,Dick Zimmer,R,New Jersey,,,103
13,Bob Menendez,D,New Jersey,,,103
1,Steven H. Schiff,R,New Mexico,,,103
2,Joe Skeen,R,New Mexico,,,103
3,Bill Richardson,D,New Mexico,,,103
1,George J. Hochbrueckner,D,New York,,,103
2,Rick A. Lazio,R,New York,,,103
3,Peter T. King,R,New York,,,103
4,David A. Levy,R,New York,,,103
5,Gary L. Ackerman,D,New York,,,103
6,Floyd H. Flake,D,New York,,,103
7,Thomas J. Manton,D,New York,,,103
8,Jerrold Nadler,D,New York,,,103
9,Charles E. Schumer,D,New York,,,103
10,Edolphus Towns,D,New York,,,103
11,Major R. Owens,D,New York,,,103
12,Nydia M. Velázquez,D,New York,,,103
13,Susan Molinari,R,New York,,,103
14,Carolyn B. Maloney,D,New York,,,103
15,Charles B. Rangel,D,New York,,,103
16,José E. Serrano,D,New York,,,103
17,Eliot L. Engel,D,New York,,,103
18,Nita M. Lowey,D,New York,,,103
19,"Hamilton Fish, Jr.",R,New York,,,103
20,Benjamin A. Gilman,R,New York,,,103
21,Michael R. McNulty,D,New York,,,103
22,Gerald B.H. Solomon,R,New York,,,103
23,Sherwood Boehlert,R,New York,,,103
24,John M. McHugh,R,New York,,,103
25,James T. Walsh,R,New York,,,103
26,Maurice D. Hinchey,D,New York,,,103
27,Bill Paxon,R,New York,,,103
28,Louise McIntosh Slaughter,D,New York,,,103
29,John J. LaFalce,D,New York,,,103
30,Jack Quinn,R,New York,,,103
31,Amo Houghton,R,New York,,,103
1,Eva M. Clayton,D,North Carolina,,,103
2,Tim Valentine,D,North Carolina,,,103
3,Martin Lancaster,D,North Carolina,,,103
4,David Price,D,North Carolina,,,103
5,Stephen L. Neal,D,North Carolina,,,103
6,Howard Coble,R,North Carolina,,,103
7,Charlie Rose,D,North Carolina,,,103
8,Bill Hefner,D,North Carolina,,,103
9,Alex McMillan,R,North Carolina,,,103
10,Cass Ballenger,R,North Carolina,,,103
11,Charles H. Taylor,R,North Carolina,,,103
12,Melvin L. Watt,D,North Carolina,,,103
At-large,Earl Pomeroy,D,North Dakota,,,103
1,David S. Mann,D,Ohio,,,103
2,Bill Gradison,R,Ohio,1993-01-31 00:00:00,,103
2,Rob Portman,R,Ohio,,1993-05-04 00:00:00,103
3,Tony P. Hall,D,Ohio,,,103
4,Mike Oxley,R,Ohio,,,103
5,Paul Gillmor,R,Ohio,,,103
6,Ted Strickland,D,Ohio,,,103
7,Dave Hobson,R,Ohio,,,103
8,John Boehner,R,Ohio,,,103
9,Marcy Kaptur,D,Ohio,,,103
10,Martin Hoke,R,Ohio,,,103
11,Louis Stokes,D,Ohio,,,103
12,John Kasich,R,Ohio,,,103
13,Sherrod Brown,D,Ohio,,,103
14,Thomas C. Sawyer,D,Ohio,,,103
15,Deborah Pryce,R,Ohio,,,103
16,Ralph Regula,R,Ohio,,,103
17,Jim Traficant,D,Ohio,,,103
18,Douglas Applegate,D,Ohio,,,103
19,Eric Fingerhut,D,Ohio,,,103
1,James M. Inhofe,R,Oklahoma,1994-11-15 00:00:00,,103
1,Steve Largent,R,Oklahoma,,1994-11-29 00:00:00,103
2,Mike Synar,D,Oklahoma,,,103
3,William K. Brewster,D,Oklahoma,,,103
